ticker,form,date,sentiment_score,sentiment_change,risk_language,risk_change,novelty,log_word_count,ret_5d,sentiment_quantile,z_sentiment,z_sentiment_change,z_novelty,z_risk,alpha_signal
CVX,10-Q,2023-05-04,-0.05634872987866402,-0.14164603129029274,8.442318953738043,2.084937050504612,0.5323184427252308,9.927838643399959,0.0,,-0.0812773757057071,-1.8817159468637432,1.1573754426587357,-0.03101169279432488,-0.21397089070552416
AAPL,10-Q,2023-05-05,-0.15704362094402313,0.03349411487579346,4.774490578906982,-0.5150154190149978,0.12353471596032461,9.36990494164752,-0.004386263118070777,,-1.4551373346997631,0.42281495174748185,-0.684091412506333,-1.6374946590534252,-0.38351411777623806
PFE,10-Q,2023-05-10,-0.02938341535627842,-0.08189095743000507,8.814248833024749,0.3360722874660951,0.4209474315410754,10.554457654196888,-0.030087038746159034,,0.2866317159277531,-1.0954461105394073,0.6556773262858536,0.13189097184968704,0.00040091893806636775
HD,10-Q,2023-05-23,0.0019985681865364313,-0.01285785692743957,5.007739233360648,-2.1654078794476392,0.6507523148148149,9.304194947447806,-0.0320386177491897,,0.714800912667824,-0.18709404724815282,1.6908899533947621,-1.5353333930427362,1.1171827811312482
NVDA,10-Q,2023-05-26,-0.21849004924297333,-0.043028831481933594,10.264958764695562,1.8771172872042179,0.4577220592157909,10.034384227337895,0.005777442211821526,,-2.2934995055107166,-0.5840900794206334,0.8213376829491471,0.7672916929424258,-1.2792607751088365
COST,10-Q,2023-06-01,-0.20083506405353546,-0.12332555651664734,4.409294512877939,-0.10187768702337952,0.04192021636240706,9.56724528946897,0.014611801010933512,,-2.0526185931647465,-1.6406512845500791,-1.0517440025441964,-1.7974479609708065,-1.2500461281132407
PEP,10-Q,2023-07-13,-0.02614380046725273,0.030776429921388626,12.360895900831103,0.5353919201988582,0.044801838024124074,10.254038784766838,0.00943862601188461,,0.33083234151564367,0.3870550812254055,-1.038763028910113,1.685297380083312,-0.41883516118418307
KO,10-Q,2023-07-27,-0.05905453488230705,-0.0667884023860097,10.228703315148971,2.0021007407062843,0.03810049696300388,10.548730426438988,-0.012812241966125848,0.0,-0.11819481125800381,-0.8967235131866615,-1.0689508682032034,0.7514120616787774,-0.7383690163961625
MSFT,10-K,2023-07-27,-0.0069727180525660515,0.07411662209779024,7.412518133248416,-2.586936937319945,0.3112176925126565,10.942473679094304,-0.012276454694723493,4.0,0.5923985661915051,0.957334450111797,0.1613727240800174,-0.4820571910266217,0.6963903744003616
JNJ,10-Q,2023-07-31,-0.039263807237148285,0.014383062720298767,6.466760029656479,-1.3824920449774876,0.08966015907447578,10.790493644582789,0.03324779668620015,,0.1518257228859981,0.17134770587946177,-0.8366876869039406,-0.8962925718442799,0.13365100914794933
UNH,10-Q,2023-08-02,0.002846932504326105,-0.0002767799887806177,6.508422664624809,-0.9513644206188001,0.040693293142426534,9.659694765654068,-0.005328929923443804,,0.7263758173578148,-0.021549589408943148,-1.057270980003174,-0.878044631492061,0.31299392419889327
CVX,10-Q,2023-08-03,-0.060211431235075,-0.0038627013564109802,7.476946082911025,-0.9653728708270188,0.09024390243902436,10.088929236666326,0.007265028502275284,,-0.13397926227590584,-0.06873389736228772,-0.8340580713215254,-0.4538382033569093,-0.17922807246967887
AAPL,10-Q,2023-08-04,-0.10668919235467911,0.050354428589344025,4.755434782608696,-0.0190557962982858,0.08812615955473102,9.373903755841548,-0.021759010717190774,4.0,-0.7681120798432686,0.6446665075655829,-0.8435979650938394,-1.645840963469348,-0.022328663436361418
AMZN,10-Q,2023-08-04,-0.16133294999599457,-0.038199394941329956,10.37308530133813,-0.7126542390272217,0.05595899188381037,10.272357830174737,-0.008311267473209427,0.0,-1.5136600400039328,-0.5205433371440286,-0.9885028847669358,0.8146503535899201,-1.3377541638771877
PFE,10-Q,2023-08-09,-0.010156569071114063,0.019226846285164356,8.047783715812638,-0.7664651172121104,0.08103879849812268,10.773022050401837,-0.010044775902657954,,0.5489587711482157,0.23508322932040027,-0.8755247264148392,-0.20381534513133964,0.165322847583333
HD,10-Q,2023-08-22,-0.07917710393667221,-0.08117567212320864,4.363526933493831,-0.6442122998668172,0.05022831050228316,9.4949928598676,0.015100841633298057,,-0.3927429199395153,-1.0860342359525732,-1.0143181487577722,-1.8174938380331072,-0.26708609663906724
NVDA,10-Q,2023-08-28,-0.16646751761436462,0.052022531628608704,8.543237606289106,-1.7217211584064565,0.21632996632996637,10.123947506221135,0.036575243060712914,,-1.5837150029021734,0.6666157583810257,-0.2660723802303415,0.013189965443996914,-0.6950191482744149
WMT,10-Q,2023-09-01,0.0071272412315011024,0.03792438376694918,7.575116377486246,-0.5130835165968506,0.04426229508196722,10.070314688371434,0.01714423596052117,,0.7847754512437246,0.48110936209439653,-1.0411935328168682,-0.4108403065332893,0.35507675957456675
PEP,10-Q,2023-10-10,-0.06976781040430069,-0.04362400993704796,12.322176456335884,-0.03871944449521969,0.025142857142857133,10.271320019170737,-0.0245132500713926,,-0.2643644938865364,-0.5919215627785269,-1.1273217442622934,1.668338536405832,-0.9790777078049313
COST,10-K,2023-10-11,-0.014816157519817352,0.1860189065337181,7.463588565903184,3.054294053025245,0.5105337078651686,10.407137492553023,0.01612664489015203,,0.4853843243482334,2.4297682567116086,1.0592407455883839,-0.4596887016222759,1.2298665881546837
KO,10-Q,2023-10-24,-0.04083378240466118,0.018220752477645874,10.055778144394688,-0.17292517075428293,0.02960526315789469,10.550276609117924,0.015276839556635835,4.0,0.13040531122021726,0.22184483528520835,-1.1072197386467255,0.6756720561865637,-0.32505908427691155
MSFT,10-Q,2023-10-24,-0.1716373860836029,-0.16466466803103685,10.932496684671865,3.5199785514234483,0.307817149039762,10.339093817556279,0.02293276214979234,0.0,-1.6542516032004164,-2.1846000129912633,0.14605413949632992,1.0596685950714286,-1.6016794187417989
GOOGL,10-Q,2023-10-25,-0.0624750554561615,0.05902392417192459,7.9811546304760554,0.02491395419559872,0.046119235095613,10.255657363586069,0.006687324270108652,,-0.16486367603967142,0.7587415547936704,-1.0328284897310778,-0.23299841470600988,-0.09270396807768508
AMZN,10-Q,2023-10-27,-0.16142573952674866,-9.278953075408936e-05,10.397072403296965,0.02398710195883602,0.04700301854247524,10.283292913863715,0.08501650556881901,0.0,-1.5149260408860843,-0.019128604244469924,-1.028847269790108,0.8251565351144483,-1.2257461227302988
JNJ,10-Q,2023-10-27,-0.11864384263753891,-0.07938003540039062,6.839138224883101,0.37237819522662186,0.09808963997060982,10.731318586382624,0.03942300339980398,4.0,-0.9312188191587472,-1.0624068700915732,-0.798715016613655,-0.7331935479796675,-0.7475914942607638
CVX,10-Q,2023-11-02,-0.12193255126476288,-0.06172112002968788,7.824158096390402,0.34721201347937747,0.08660287081339713,10.11843762882181,-0.04584550977318824,,-0.9760892694064031,-0.8300471456161043,-0.8504599939476096,-0.3017617896504374,-0.8327309721815206
AAPL,10-K,2023-11-03,-0.19356974959373474,-0.08688055723905563,7.711626532722707,2.9561917501140105,0.5973871733966746,10.429576102968031,0.05658421262559932,,-1.953492167581328,-1.1611003148059573,1.4504935464232642,-0.3510498210750213,-0.8166353206175818
UNH,10-Q,2023-11-06,0.0053094299510121346,0.0024624974466860294,6.604852025911343,0.09642936128653368,0.019534184823441048,9.664405149920409,0.017077264243394508,,0.7599736156704533,0.014494399522726437,-1.1525873884194697,-0.8358092511735378,0.3044158734044253
PFE,10-Q,2023-11-08,-0.0699184462428093,-0.05976187717169523,9.580226738841795,1.5324430230291561,0.07110161733292641,10.798677214502229,-0.007234578570093131,,-0.26641973765041455,-0.8042670158002612,-0.9202892034508915,0.46738389367501076,-0.6811948970567482
NVDA,10-Q,2023-11-21,-0.13719585537910461,0.02927166223526001,8.606371734863355,0.06313412857424971,0.13970912296165716,10.184635826136912,-0.03612033615726873,0.0,-1.1843385871501637,0.3672550313577606,-0.6112298173772465,0.04084226859976157,-0.6633735572298938
HD,10-Q,2023-11-21,-0.09639041125774384,-0.017213307321071625,4.390861055295081,0.027334121801249722,0.02200303490136568,9.505841793480096,0.025441677956867803,4.0,-0.6275976721526106,-0.24440398006033112,-1.141465845923517,-1.8055216854174925,-0.2088858712178942
WMT,10-Q,2023-11-30,0.05782024934887886,0.05069300811737776,8.322896044604258,0.7477796671180119,0.0438786565547129,10.116661572812847,-0.017109540031861714,,1.4764202141167553,0.6491216082439334,-1.0429217269352937,-0.08331808494206842,0.6605895986210547
COST,10-Q,2023-12-20,-0.07671185582876205,-0.0618956983089447,4.800927075573214,-2.6626614903299703,0.5319295823265446,9.399472020698687,0.02598957520629619,,-0.3591075921824671,-0.8323442833516876,1.1556237253359014,-1.625915659917779,0.3077449793842647
MSFT,10-Q,2024-01-30,-0.020664487034082413,0.1509728990495205,9.974993817152592,-0.9575028675192723,0.04848260547742411,10.50210424924984,-0.007587028612260349,,0.40559094395282985,1.9686255153797372,-1.0221821064735395,0.6402890904661173,0.2793340515864351
GOOGL,10-K,2024-01-31,0.001331245875917375,0.06380630133207887,10.64670848047225,2.6655538499961953,0.5225606316976875,10.949402052203789,0.038829151863739586,,0.7056961071250301,0.8216690798394515,1.1134189825315473,0.9344953767292253,0.6029962249729585
AMZN,10-K,2024-02-02,-0.013635912910103798,0.14778982661664486,8.806366047745357,-1.5907063555516086,0.25668979187314167,10.760580144684319,0.015365807736235526,4.0,0.5014873340833702,1.9267419784828157,-0.08426161783484035,0.12843836747895915,0.6792541653339391
AAPL,10-Q,2024-02-02,-0.053887397050857544,0.1396823525428772,6.395348837209302,-1.3162776955134046,0.5896429972538251,9.241935933565934,0.017438641647141484,0.0,-0.04769546720862118,1.820062128535854,1.41560799997435,-0.927570170614676,1.0169623411769093
PEP,10-K,2024-02-09,-0.01937403716146946,0.05039377324283123,11.962570929725011,-0.3596055266108724,0.541587645624492,11.202493225491926,-0.008051439517634207,,0.42319757116414647,0.6451842127956016,1.1991308472778779,1.510833851334626,0.2949690877667866
JNJ,10-K,2024-02-16,-0.055688075721263885,0.06295576691627502,9.172897556463424,2.333759331580323,0.40095923261390887,11.262397869912,0.027084177875233317,,-0.07226354904586334,0.8104775690153514,0.5656355672605698,0.2889765838779052,0.23565236357657232
KO,10-K,2024-02-20,-0.027503758668899536,0.013330023735761642,9.507397362211277,-0.5483807821834112,0.5804855055385341,11.534021373264961,-0.0059309541184031644,,0.3122773572519895,0.1574915973262196,1.3743558258635755,0.4354851402319509,0.4302292493654558
NVDA,10-K,2024-02-21,-0.0947411060333252,0.04245474934577942,9.444071121120214,0.8376993862568582,0.4597007088474665,10.916215102047069,0.15104050960458637,,-0.6050948978408761,0.5407208657214312,0.8302509969490722,0.4077486931484102,-0.06174165653991476
PFE,10-K,2024-02-22,-0.002288335468620062,0.06763011077418923,9.023280238053562,-0.5569465007882322,0.4059310610437127,11.646240584209348,-0.03593467704496622,,0.6563112989687343,0.8719835691364293,0.5880323914578218,0.22344525336850615,0.6372983262908034
CVX,10-K,2024-02-26,0.0009443804738111794,0.12287693173857406,7.271821395525398,-0.5523367008650037,0.5305828735907892,11.342125281523384,-0.036063312264111524,,0.7004177967773,1.598932865168939,1.1495571445547121,-0.5436813700943414,1.173251743343148
UNH,10-K,2024-02-28,-0.032367825508117676,-0.03767725545912981,9.283037531625103,2.6781855057137607,0.5973659454374411,10.869900893813494,-0.05153725869777359,,0.2459130502094895,-0.5136729159615886,1.450397919858967,0.3372171163999833,0.27283349697909354
COST,10-Q,2024-03-13,0.0046012005768716335,0.08131305640563369,4.327734174429692,-0.47319290114352164,0.0765645805592543,9.52032195192273,0.008880456975605133,0.0,0.7503106827388958,1.0520266471054207,-0.8956799417469541,-1.8331708141278795,0.8725347212410344
HD,10-K,2024-03-13,0.014693314209580421,0.11108372546732426,8.577628562070096,4.186767506775015,0.6407303370786517,10.79648918643233,0.014301202372370092,4.0,0.8880053629247757,1.4437553753658987,1.6457434893454228,0.028252961584888017,1.209314157243996
WMT,10-K,2024-03-15,-0.0338294580578804,-0.09164970740675926,10.13622570856737,1.8133296639631116,0.5327029156816391,11.03419587502419,0.0031312259914433316,,0.2259708424804202,-1.2238537963016702,1.1591073956685491,0.7109075220571284,-0.08092805943235226
PEP,10-Q,2024-04-23,0.005332341883331537,0.024706379044800997,10.108827085852479,-1.8537438438725324,0.5707713125845737,9.93672888631593,0.027391758664877308,,0.7602862212660676,0.30718407444907864,1.3305958540785838,0.6989071184961358,0.6148613131409155
MSFT,10-Q,2024-04-25,-0.03150545805692673,-0.010840971022844315,10.035645736221552,0.060651919068959614,0.033991228070175405,10.504272703223904,-0.003007226512431238,,0.25767901071251037,-0.16055543809508335,-1.0874620807825053,0.666854203360664,-0.349878425203308
GOOGL,10-Q,2024-04-26,-0.04865434765815735,-0.049985593534074724,9.014701545979191,-1.6320069344930594,0.5097816841508365,10.07491666816366,-0.027391595613030284,,0.023703160348385748,-0.6756286184386492,1.0558530697745734,0.2196878467284275,0.051985731326067056
AMZN,10-Q,2024-05-01,-0.18670180439949036,-0.17306589148938656,10.618943303753758,1.8125772560084012,0.26161449752883026,10.201144708009988,0.05027932960893855,0.0,-1.859787364853913,-2.295145079155273,-0.06207706976546491,0.9223344250992335,-1.7497828259319492
JNJ,10-Q,2024-05-01,-0.06666064262390137,-0.010972566902637482,8.725487296282054,-0.4474102601813694,0.42751373298304274,10.428511895701932,-0.014750718218914494,4.0,-0.22197094884961627,-0.16228700437358637,0.6852568463956633,0.09301404461541099,-0.003496525073141639
CVX,10-Q,2024-05-02,-0.05116097256541252,-0.0521053530392237,8.567246426726365,1.295425031200967,0.5069477719214184,10.053156777054832,0.029365896644737433,0.0,-0.010496703774410691,-0.7035208600758586,1.043087015014469,0.023705659508937344,0.07371677197021295
KO,10-Q,2024-05-02,-0.008047541603446007,0.01945621706545353,8.251437048025219,-1.2559603141860585,0.5844921046429413,10.384647468346362,0.014357137433435696,4.0,0.5777338992564238,0.23810133831474645,1.3924045371248808,-0.11461662158515273,0.7251475738844069
AAPL,10-Q,2024-05-03,-0.09045253694057465,-0.0365651398897171,6.368863334807608,-0.02648550240169456,0.13733905579399142,9.333088837235236,-0.0004455608279272383,,-0.5465825612608094,-0.49903946527285964,-0.6219063679540296,-0.9391706339169145,-0.31873508045789845
PFE,10-Q,2024-05-08,-0.014876620844006538,-0.012588285375386477,8.58575085324232,-0.43752938481124204,0.4457761453701914,10.532229536403737,0.03482937076230663,,0.4845593754435538,-0.18354696803934697,0.7675243754199554,0.031810467847916475,0.3803214226049499
UNH,10-Q,2024-05-09,-0.13063199818134308,-0.0982641726732254,10.709308296046359,1.4262707644212558,0.5994389027431422,9.52032195192273,0.02808516979069453,,-1.094782697222181,-1.310888322183056,1.4597360659755712,0.9619136545583776,-0.7506578263025562
HD,10-Q,2024-05-21,-0.03351147845387459,-0.04820479266345501,4.171437919188614,-4.406190642881482,0.6613800779076238,9.41140190014419,-0.030462349831816282,,0.2303092894572069,-0.6521964658428352,1.7387653266020948,-1.9016274718760606,0.8622037278874335
NVDA,10-Q,2024-05-29,0.011818110942840576,0.10655921697616577,7.643147076604198,-1.800924044516016,0.4906897456071335,10.050138752861821,0.06631834867660946,,0.8487766930255369,1.3842209405309767,0.9698487361204197,-0.38104334000518103,1.1081666006769129
COST,10-Q,2024-06-06,-0.033383775502443314,-0.03798497607931495,4.205574167795281,-0.12216000663441129,0.06126482213438733,9.548953173096507,0.003940016011746428,,0.23205164172315168,-0.5177219686367186,-0.9646014672058871,-1.8866760356815788,0.2171139708213191
WMT,10-Q,2024-06-07,0.00834579672664404,0.04217525478452444,7.659657510855247,-2.4765681977121226,0.5462890112772095,9.928082599391509,0.0173042371475296,,0.8014011666586448,0.5370432174694131,1.2203093053637832,-0.373811886218559,0.9334916855922613
PEP,10-Q,2024-07-11,-0.029551664367318153,-0.03488400625064969,10.745622511692629,0.63679542584015,0.06377998829724985,10.160916581816888,0.039158162942122265,,0.284336161734663,-0.47691875508313747,-0.953271282511897,0.9778190249593247,-0.45983418477125826
GOOGL,10-Q,2024-07-24,-0.08019516617059708,-0.03154081851243973,8.044935676753035,-0.9697658692261566,0.06171490988530859,10.225426113666,-0.006313982877083846,,-0.40663314737961015,-0.4329283873049991,-0.9625739362134073,-0.20506276615787683,-0.5009264630299374
JNJ,10-Q,2024-07-25,-0.09832344204187393,-0.031662799417972565,7.26760437397974,-1.4578829223023142,0.0709247648902821,10.708176107828981,0.007015675424214107,,-0.6539715384503104,-0.4345334377288718,-0.9210858787832532,-0.5455283957970529,-0.5295084994039232
KO,10-Q,2024-07-29,-0.04009713605046272,-0.032049594447016716,9.909754838075097,1.6583177900498782,0.05932203389830504,10.613196821395052,0.01900363235739566,,0.1404559594632876,-0.43962296811567514,-0.9733532347277084,0.6117148776312658,-0.43594479038701855
MSFT,10-K,2024-07-30,0.0036910101771354675,0.035196468234062195,8.84850543478261,-1.1871403014389426,0.3022888713496449,10.983273736954189,-0.05511675089106971,,0.7378922359634118,0.44521487546779537,0.12115065272335034,0.14689512187577958,0.4738137195605474
AAPL,10-Q,2024-08-02,-0.0775955319404602,0.012857005000114441,5.15738929397119,-1.2114740408364177,0.12795793163891322,9.327856705404022,-0.01646507660011487,4.0,-0.371164283577005,0.15126751726357504,-0.6641659494018495,-1.4697877216803048,0.053640180597005094
AMZN,10-Q,2024-08-02,-0.13355912268161774,0.05314268171787262,9.906420320159052,-0.712522983594706,0.052136752136752174,10.281033180646158,-0.005717638415579596,0.0,-1.134719769534098,0.6813549289726891,-1.005721103951943,0.6102543822957776,-0.8010150240858068
PFE,10-Q,2024-08-05,-0.1457791030406952,-0.13090248219668865,8.172429277054333,-0.4133215761879878,0.04867690297288463,10.704165392288106,-0.043375964121068034,,-1.3014466167197531,-1.7403500670872223,-1.0213068456094057,-0.14922146818533608,-1.3038321694876995
CVX,10-Q,2024-08-07,-0.0776909738779068,-0.026530001312494278,7.975154326904644,-0.5920920998217216,0.07402361489554954,10.169000700216847,0.015869788763441806,,-0.3724664733393593,-0.36699500014420366,-0.9071263466389858,-0.23562650536205118,-0.44585694702496415
UNH,10-Q,2024-08-09,-0.032159771770238876,0.0984722264111042,8.794043501201852,-1.9152647948445072,0.04199855177407674,9.744374580879056,0.03386050584599354,,0.24875169174101663,1.2778106169019867,-1.051391121412364,0.12304117897937805,0.1502204249980695
HD,10-Q,2024-08-20,0.09143359959125519,0.12494507804512978,3.3222591362126246,-0.8491787829759896,0.17572944297082227,9.801510196423664,0.016091633772568725,,1.9350337097673875,1.6261459694779112,-0.44896742514786214,-2.2735617912462778,1.8302019387777753
NVDA,10-Q,2024-08-28,-0.1107695922255516,-0.12258770316839218,6.570405634024471,-1.0727414425797264,0.12007417709782109,10.143212863442015,-0.1464851339574913,,-0.8237841992523611,-1.6309424549246587,-0.6996802610809625,-0.8508965279379238,-0.781823646643105
WMT,10-Q,2024-08-30,0.0330471508204937,0.02470135409384966,7.441000352236703,-0.2186571586185444,0.04086140254003312,10.030692726771417,0.0014242688614027887,,1.1384212573844654,0.3071179550870428,-1.056513689867913,-0.46958217993833673,0.4992572399815993
PEP,10-Q,2024-10-08,-0.05542146414518356,-0.02586979977786541,11.352141171181298,0.6065186594886693,0.05638665132336018,10.192119174023498,0.03215567377760076,,-0.06862595666053267,-0.35830792942302264,-0.9865763876202371,1.243469921242532,-0.6814015379017142
COST,10-K,2024-10-09,-0.14282077550888062,-0.1094370000064373,8.49694052141635,4.291366353621069,0.5136042996305006,10.448250727329816,-0.023891702586792074,,-1.2610838167946636,-1.4579027353708687,1.0730729815395315,-0.007087831288779222,-0.7249773890329714
JNJ,10-Q,2024-10-23,-0.1324603259563446,-0.03413688391447067,6.9831186912634875,-0.2844856827162525,0.046373365041617154,10.735722535246286,-0.03165303373579853,,-1.1197280176392903,-0.4670879621641091,-1.0316836988751035,-0.6701311189136439,-0.7670241443510373
KO,10-Q,2024-10-24,0.06908091902732849,0.10917805507779121,10.056507997318263,0.14675315924316656,0.05436487192890749,10.639813947190007,-0.029569072663244822,,1.6300584277242238,1.4186801633634905,-0.9956839902462132,0.6759917266208848,0.7517803254862101
GOOGL,10-Q,2024-10-30,-0.07282169163227081,0.007373474538326263,8.325205517625749,0.2802698408727142,0.10036591740721379,10.26496594143918,0.01175028299184655,0.0,-0.3060310083863481,0.07911406952873622,-0.7884609649520609,-0.08230655204278692,-0.30977559003830846
MSFT,10-Q,2024-10-30,-0.07266400754451752,-0.07635501772165298,10.83305595061579,1.984550515833181,0.3016671077004498,10.4057163290766,-0.02855311572291963,4.0,-0.30387959978912205,-1.022603050909618,0.11834976541601948,1.0161142547130844,-0.6320316849462317
META,10-Q,2024-10-31,-0.21894612908363342,-0.07296645641326904,10.462380483572227,-0.016991432389314554,0.030342156229825723,11.00093249345223,0.04249627002277201,,-2.2997221631307596,-0.9780156481470104,-1.1039002225336438,0.8537610137866879,-1.8837803026822155
AAPL,10-K,2024-11-01,-0.13328354060649872,-0.05568800866603851,8.820771304653617,3.663382010682427,0.5937864077669903,10.437785532487261,0.019288984113135177,4.0,-1.130959785542688,-0.7506621967243309,1.43427301188106,0.13474776843307873,-0.4282641310904314
AMZN,10-Q,2024-11-01,-0.16791334748268127,-0.03435422480106354,9.590034273662008,-0.31638604649704405,0.05500000000000005,10.320387038269956,0.051785986860465316,0.0,-1.6034416021623938,-0.46994777928570636,-0.9928228996128904,0.4716795247731783,-1.2853333519991408
