date,long_return,short_return,long_short_return,n_stocks,n_long,n_short,long_short_growth,long_growth,short_pnl,short_growth,running_max,drawdown
2026-04-30,-0.004190005911044792,0.008007687507799899,-0.01219769341884469,4,1,1,0.9878023065811553,0.9958099940889552,-0.008007687507799899,0.9919923124922001,0.9878023065811553,0.0
2026-05-01,-0.03625095166638714,0.013824657669823992,-0.050075609336211135,4,1,1,0.9383375041753891,0.9597109341243312,-0.013824657669823992,0.9782783583608984,0.9878023065811553,-0.050075609336211135
